username,date,comment,Sentiment Score,Sentiment
@popongomac3540,2024-01-28T04:25:52Z,"This clearly says that the wokes or wokeism is just the products of the digital technology of China. China must be stop at all costs before its too late. No other countries like China who dominate private companies including digital technology companies. Companies outside China are very independent from government and therefore prone to China's bribery in exchange for those black propagandas like wokeism which quickly spread globally except China, Norte Korea, and Russia and Islamic countries. It's seems that only Democratic countries were targeted for wokeism specially those that aligned to the USA.",0.4215,Positive
@robfritz841,2024-01-28T04:06:31Z,I’m glad that the 🇺🇸homeless seem to be gathering around the Technogarchs in Silicon Valley and LA and AUSTIN!,0.5093,Positive
@robfritz841,2024-01-28T04:02:42Z,🤮 I’m just going home 🤮,0.0,Neutral
@jimrosser7494,2024-01-28T02:36:40Z,This leftist is ridiculous.,-0.3612,Negative
@MarmeladovYa,2024-01-28T02:22:04Z,"Here are some things to think about:

1. It is incredibly easy and simple to create an act of terror in a city like NYC. It doesn't have to be violent. It just has to be disruptive both psychologically and financially.

Someone with resources (and our enemies have plenty) could simply rent out 150 large UHAUL trucks, then overturn them on every bridge in every lane and on every highway in NYC. The blocked traffic will make it impossible for the tow trucks to respond.
People will be lat for work. Financial hit will be signifficant. The psychological one will be even bigger.
If I can think of this - so should the bad guy.

2. The active shooter incidents can happen a lot more often and with a lot more casualties. 

3. Arson and IED attacks are incredibly easy to plan and deliver.

We have plenty of psychoes. We have plenty of enemies. And we have plenty of idiots who are easy to manipulate.

All of these things can be done. But they don't happen. It is almost as if someone controls exactly how much of really bad things can happen to us per a unit of time.

There definitely is a controlling entity. And I am not talking about governments, G-d, or some other imaginable entity. I can't point the finger here. But there definitely is a Controller.",-0.4566,Negative
@TotalRookie_LV,2024-01-27T22:00:38Z,"China becoming the largest market by 2030? This didn't age well, despite less than a year passed since. China is not and will not be the biggest market, there obviously were troubles ahead of them due to idiotic policies of CCP as a whole and Xi in particular, and now - by early 2024, crisis seem to be already taking place on their stock market too. That can't be good for us either - we are all interdependent. The only upsides might be: with less income dictatorships tend to get less aggressive, thus Taiwan likely may feel safer now, and oil prices might drop due to shrinking demand by Chinese industry.",-0.9328,Negative
@sylph99,2024-01-27T19:36:15Z,China.,0.0,Neutral
@justinvanhecke413,2024-01-27T19:29:57Z,Trucker riots in Ottawa 😂,-0.5106,Negative
@edmundhamill2916,2024-01-27T19:17:54Z,"US principal  exporter of  democracy ...may i laugh........you are ignoring the whole Russian and Arab world ....,and China still has a level of control over citizens access to technology ... so ...it's even more complicated than just technology elites although yes the west is already under the control of these technology companies ......scary biscuits",0.0,Neutral
@davidpatton7298,2024-01-27T19:01:42Z,"Apparently your a secular humanist and have no inkling about the Bible, the source of knowing God and His truth, and His declarations about the nature of all humans, and the remedy. But, wow, are you a good public speaker! You’ll always have a large following. High five!!",0.9105,Positive
@brunocortese,2024-01-27T18:07:38Z,Xi laughs at this analysis.,0.4939,Positive
@GodNSense,2024-01-27T17:18:31Z,"All I heard was Crazy, Crazy, Crazy....",-0.5859,Negative
@bonniechase5599,2024-01-27T16:49:21Z,"We need to pay more attention to our moral compass and less to the shrill media.  Who or what is driving the divide and conquer mentality?  That is what is weakening all of humanity.  We need our strength and cohesiveness, because we may well not be alone in the universe.",0.5171,Positive
@schmekis1,2024-01-27T14:24:41Z,"He just called the trucker demonstration in Ottawa --- ""Trucker Riots.""  Definition of riot: ""a violent disturbance of the peace by a crowd.""  

I'm sorry, but an opinion that has no facts behind it, makes me very wary.  He makes good points, and he is a good thinker, but without the ability to make moral judgements he fits the profile of those people that are the problem in this world.  Super intelligent people that are also immoral... ARE THE PROBLEM.",0.3308,Positive
@Mariajbh2,2024-01-27T12:51:58Z,"The power groups that dominate the workd will implement a global dictatorship, this is the most important. People should be aware!",0.2228,Positive
@samy6349,2024-01-27T06:48:32Z,There is an Indian web series named Asur. You may think that it's just a series featuring a  serial killer but later you will realise what it is actually showing. (Spoiler:  It actually shows the power of technology and how an AI can be used to predict our decision by feeding it enough data of an individual and hence predicting the future. Because the future is based on our present decisions. For this the various experiments are performed which includes various sacrifices.),-0.3919,Negative
@dennisthemenace2341,2024-01-27T05:06:10Z,Sanctions have inconvenienced Russia but that's all.,0.0,Neutral
@supermanbatmommy,2024-01-27T03:45:26Z,The new global superpower is not gonna be US or China its gonna be AI and capitalists like Elon Musk or Sam Altman,0.3612,Positive
@drsatishchandragore-stitch7297,2024-01-27T03:19:12Z,greed drives the world.,-0.4019,Negative
@lukaswiggers8978,2024-01-26T23:47:59Z,"Ironically, algorithms led me to this video.",0.0,Neutral
@jinglejazz7537,2024-01-26T17:33:04Z,"What looks like an american, talks like an american, and lives like an american, but isn't american. A CANADIAN. They look like us, they live amongst us, and they have a plan. Cylons.",0.7579,Positive
@SebutindeApollo-zb1qj,2024-01-26T15:57:16Z,This GLOBAL VILLAGE To be taken buy AFRICA A NEW SUPER POWER since we have discovered the convergence system of STAR AND DELTA OF WHEELS OF FORTUNES OR ROSARY UNDER SANTA MARIA VENUS AND since the Return of Star microprocessor Mars,0.6841,Positive
@strahill,2024-01-26T14:00:02Z,Ted Talk???? 15 minutes I will never get back.,0.0,Neutral
@DavidGard-re1ri,2024-01-26T10:25:22Z,china走向世界了，我好激动,0.0,Neutral
@jacobschnberg5382,2024-01-26T10:22:11Z,"USA , China , India , Russia , EU : I count  5 millitary powers",0.0,Neutral
@tomi8959,2024-01-26T09:37:03Z,"""The USA didn't want to be a world policeman"" lol....  ""So we decided to be worlds number one criminal"".... hahahaha.... this is to good",0.4548,Positive
@YvQiang,2024-01-26T08:30:42Z,if those country can depend on the US，they can also depend on others,0.0,Neutral
@Wise10,2024-01-26T07:31:39Z,"The world can meet the need of all, but not the greed of all.",0.438,Positive
@vansf3433,2024-01-26T07:20:54Z,The one which can dominate the outer space around the Earth and AI development will be the most powerful country of tomorrow,0.3804,Positive
@andrewwhite1065,2024-01-26T06:13:21Z,"This man is clueless.
The US is capable of projecting its dwindling military power sure.

But thanks to its (& NATO's) proxy war in Ukraine, and now its involvement in the Middle-East.

There is no way now, the the US military can sustain any war 10,000 kms from home on someone else's soil.",-0.8735,Negative
@MrTobiascollins,2024-01-26T05:40:40Z,Daniel 2:44 says it all.,0.0,Neutral
@andrewlindemann1253,2024-01-26T04:31:35Z,I was told that my cell phone has more computing power than all the computing power used to put a man on the moon.,0.0,Neutral
@DimitarBerberu,2024-01-26T03:26:29Z,"This is Western Propaganda. So many brainwashed likes :(
AI brings down to Tecno Feudalism if left to selfish West. Stop the lies",-0.8701,Negative
@kaushlendrapratap8667,2024-01-26T02:07:40Z,Masterpiece talks tedx,0.6249,Positive
@juliangomez5368,2024-01-26T01:13:21Z,Very thorough discussion. Yet very little mention of the fact that the US is currently in the throes of a Fascist movement to overthrow the government.,-0.5574,Negative
@joeochieng9431,2024-01-26T00:35:45Z,"NB: we, the current Alive modern civilized humanity, Must never Allow any Man made weapons wars to Destroy planet earth 🌍..",-0.8429,Negative
@joeochieng9431,2024-01-26T00:33:49Z,"NB: Global modern civilized humanity Lifetime agendas Must be to consolidate peaceful co-existence society Matters, without any Man made weapons wars..... because there are none-?-... Man made science technology planet earth 🌍........, IAM a Kenyan citizen village peasant Farmer, sincerely believes modern civilized humanity Deserves global peaceful co-existence society Matters..........as the foundation for Global modern civilized humanity Lifetime peaceful co-existence society 4 seasons of our Lifetime journey on planet earth 🌍.....",0.872,Positive
@joeochieng9431,2024-01-26T00:25:09Z,"NB: peaceful co-existence society Matters 4 seasons of our Lifetime journey on planet earth 🌍............... therefore the current Global modern civilized humanity Must never Allow any Man made weapons wars to Destroy planet earth 🌍....... because no Man made science technology cannot creates Alternatives Vacant planet earth 🌍....... IAM a Kenyan citizen village peasant Farmer, sincerely concerned saaaana for Global modern civilized humanity Lifetime peaceful co-existence society without the...""super powers wars.........",-0.6224,Negative
@vickycamarena4697,2024-01-25T22:57:12Z,Truth also gets told with independent media. So No not all tech is bad. We have to use Our Brains and Use Critical thinking skills to decipher truth from Bullshit. Right now network news is mostly propaganda,-0.8588,Negative
@musicformusing,2024-01-25T19:20:14Z,"Just think what religion did. Build churches all over the world. Kings queens and modern governments were in an it too to control and ""educate"".  The same thing should happen for the better of humanity",0.4404,Positive
@musicformusing,2024-01-25T19:18:10Z,There is one thing technology must be used for.  Education. I mean not just as a teaching tool in schools and universities.  It has started with some public media platforms but not enough.,0.0,Neutral
@kalyanshivam2145,2024-01-25T18:06:19Z,India will balance global power and that to without war and religious imposition.,0.4847,Positive
@SELFMADEent-x3c,2024-01-25T15:51:20Z,🇩🇪,0.0,Neutral
